	name	full_name	X	y	mean_VEC	VEC_dif	mean_electronegativity	electronegativity_dif	atom_radius_dif	a2	melting_point_dif	Smix	aomiga	Hmix	Hmix_dif	Hmix_z	Hmix_p	Hmix_n	phase	label
971	Ni60Nb15Hf10Ti15	Ti15.0Ni60.0Nb15.0Hf10.0	1.14549	0.77159	7.75	0.35776	1.747	0.12222	0.08957	0.01004	0.19761	0.00919	0.55347	-33.06	3.06E+23	6.27E+23	2.09E+22	6.27E+23	AM	4
972	TiZrHfCr0.2Mo	Ti24.95Cr0.2Zr24.95Mo24.95Hf24.95	2.80527	0.76926	4.503	0.1927	1.58265	0.21841	0.06436	0.01166	0.15477	0.01162	7.7667	-3.5419	5.13E+22	6.40E+22	0	6.40E+22	BCC	0
973	CoCrCuFeNiTi2.5	Ti2.5Cr19.5Fe19.5Co19.5Ni19.5Cu19.5	17.9724	0.83329	8.68	0.21391	1.8286	0.05584	0.02793	0.00453	0.1463	0.01402	21.24882	1.17	2.17E+23	2.18E+23	1.52E+23	1.56E+23	IM	3
974	CoFeMnTi0.5VZr	Ti0.5V19.9Mn19.9Fe19.9Co19.9Zr19.9	1.42912	0.75478	6.587	0.28225	1.64348	0.12084	0.09748	0.02228	0.13004	0.01358	1.41065	-18.11855	3.45E+23	4.09E+23	0	4.09E+23	IM	3
975	MoNbTiV1.25Zr	Ti24.6875V1.25Zr24.6875Nb24.6875Mo24.6875	3.24703	0.80901	4.75313	0.17345	1.65716	0.18408	0.06064	0.01218	0.16551	0.01194	11.47352	-2.5243	7.23E+22	7.70E+22	3.30E+22	6.96E+22	BCC	0
976	Al0.5CoFeNi	Al0.5Fe33.166666666666664Co33.166666666666664Ni33.166666666666664	75.34271	0.85271	8.97	0.10232	1.87202	0.02019	0.01114	0.00095	0.0385	0.00935	9.91074	-1.66497	5.34E+22	6.02E+22	0	6.02E+22	FCC+IM	9
977	Al0.25CoCrCu0.5FeNiTi0.5	Al0.25Ti0.5Cr24.6875Fe24.6875Co24.6875Ni24.6875Cu0.5	55.68801	0.83281	8.22938	0.18655	1.81848	0.05434	0.01471	0.00136	0.10113	0.01205	5.52936	-4.0691	9.76E+22	1.12E+23	2.60E+22	1.09E+23	FCC	1
978	Ti30Zr10Hf10Ni30Co10Cu10	Ti30.0Co10.0Ni30.0Cu10.0Zr10.0Hf10.0	1.37672	0.76048	7	0.43331	1.676	0.14278	0.09961	0.01968	0.15249	0.01366	0.80412	-31.88	5.28E+23	6.68E+23	3.54E+22	6.67E+23	IM	3
979	Al22.5Cu20Fe15Ni20Ti22.5	Al22.5Ti22.5Fe15.0Ni20.0Cu20.0	2.57918	0.83721	6.975	0.4706	1.74525	0.0904	0.07181	0.01267	0.24685	0.0133	1.02344	-19.955	4.84E+23	5.70E+23	1.13E+23	5.58E+23	FCC	1
980	Ti0.5Co1.5CrFeNi1.5Mo0.5	Ti0.5Cr48.0Fe48.0Co1.5Ni1.5Mo0.5	35.29837	0.83272	7.055	0.1554	1.75055	0.05315	0.01443	0.00104	0.0986	0.00735	9.16762	-1.5973	3.85E+22	4.76E+22	0	4.76E+22	FCC+IM	9
981	AlCoCrFeNiSi0.6	Al19.880000000000003Si0.6Cr19.880000000000003Fe19.880000000000003Co19.880000000000003Ni19.880000000000003	4.00837	0.79166	7.1808	0.34631	1.77873	0.06779	0.05827	0.01399	0.24186	0.01361	1.76598	-12.97894	2.56E+23	3.10E+23	0	3.10E+23	BCC	0
982	Al8Li5Mg2	Li5.0Mg2.0Al8.0	0.00074	0.82257	0.33	2.44035	0.204	2.26086	2.19723	0.03784	2.32015	0.00358	5.39923	-0.0768	1.62E+23	1.66E+23	0	1.66E+23	IM	3
983	FeCoNiCrTi2Al4	Al4.0Ti2.0Cr23.5Fe23.5Co23.5Ni23.5	9.45353	0.8333	7.955	0.23291	1.806	0.06047	0.03714	0.00706	0.13846	0.01304	3.24502	-7.3763	1.75E+23	2.00E+23	0	2.00E+23	IM	3
984	CrMn0.5FeVCu0.10	V33.13333333333333Cr33.13333333333333Mn0.5Fe33.13333333333333Cu0.1	12.87946	0.91183	6.34133	0.1976	1.70608	0.05199	0.02703	0.00426	0.08741	0.00941	4.44988	-4.3448	6.04E+22	8.67E+22	1.21E+22	8.58E+22	BCC	0
985	La65Al14Cu9.17Ag1.83Ni5Co5	Al14.0Co5.0Ni5.0Cu9.17Ag1.83La65.0	0.39678	0.65407	4.53	0.66038	1.33945	0.25163	0.15506	0.02038	0.16603	0.00954	0.43543	-26.9053	3.88E+23	8.51E+23	5.21E+22	8.49E+23	AM	4
986	Co33Cr9W0.35N0.06C	C57.589999999999996N0.06Cr9.0Co33.0W0.35	0.1308	0.51865	5.8376	0.39242	2.24843	0.15959	0.24247	0.01809	0.40553	0.00769	0.59391	-45.62312	1.73E+23	4.77E+23	3.65E+20	4.77E+23	FCC	1
987	AlTiVYZr	Al20.0Ti20.0V20.0Y20.0Zr20.0	1.1157	0.71167	3.8	0.19693	1.466	0.11088	0.10951	0.02248	0.2521	0.01338	1.61502	-14.88	5.47E+23	5.79E+23	1.97E+23	5.44E+23	IM	3
988	Al15Co30Cr15Fe40Ni5	Al15.0Cr15.0Fe40.0Co30.0Ni5.0	2.4551	0.85646	7.75	0.27646	1.882	0.07441	0.07	0.01826	0.2042	0.01203	2.30676	-9.43	1.88E+23	2.22E+23	0	2.22E+23	FCC	1
989	Fe33Ni19Mn34Al14	Al14.0Mn34.0Fe33.0Ni19.0	3.74727	0.85521	7.34	0.27802	1.7192	0.087	0.05418	0.00915	0.1815	0.011	1.63863	-10.56	2.27E+23	2.91E+23	0	2.91E+23	IM	3
991	Mg2Ni9Y	Mg2.0Ni9.0Y89.0	0.39337	0.68904	3.61	0.55801	1.2839	0.15367	0.09173	0.01107	0.06927	0.00331	0.56445	-10.3884	2.40E+23	3.60E+23	0	3.60E+23	IM	3
993	Al0.38CoCrFeMnNi	Al0.38Cr19.924Mn19.924Fe19.924Co19.924Ni19.924	11.92935	0.85362	7.981	0.18101	1.76541	0.07841	0.03369	0.00806	0.12263	0.01354	5.56584	-4.37375	9.61E+22	1.11E+23	1.61E+22	1.10E+23	FCC	1
994	Fe89Zr5B6	B6.0Fe89.0Zr5.0	0.31162	0.49619	7.5	0.1909	1.8176	0.06737	0.10613	0.01565	0.0761	0.00351	0.6011	-10.8556	2.20E+23	3.46E+23	0	3.46E+23	SS	15
995	ZrHfTiAlCuNi	Al16.666666666666668Ti16.666666666666668Ni16.666666666666668Cu16.666666666666668Zr16.666666666666668Hf16.666666666666668	1.67309	0.76348	6	0.53576	1.59833	0.15169	0.09437	0.02019	0.28976	0.0149	0.77127	-34.11111	5.98E+23	7.22E+23	2.73E+22	7.21E+23	IM	3
996	MoTaTiV	Ti25.0V25.0Mo25.0Ta25.0	6.90272	0.89301	5	0.14142	1.7075	0.15547	0.04087	0.00689	0.20982	0.01153	10.80675	-2.75	3.97E+22	4.82E+22	7.03E+21	4.76E+22	BCC	0
997	MoNbTaTiZr	Ti20.0Zr20.0Nb20.0Mo20.0Ta20.0	4.48326	0.83883	4.8	0.1559	1.626	0.17324	0.05463	0.01199	0.19172	0.01338	19.77351	-1.76	6.48E+22	6.66E+22	3.05E+22	5.92E+22	BCC	0
999	Fe34Cr34Ni14Al14Co4	Al14.0Cr34.0Fe34.0Co4.0Ni14.0	4.49631	0.85377	6.94	0.30006	1.7546	0.06221	0.05112	0.01135	0.21872	0.01175	2.46057	-8.5968	1.55E+23	2.01E+23	0	2.01E+23	IM	3
1000	Re10Nb30Ti30Zr30	Ti30.0Zr30.0Nb30.0Re10.0	3.7159	0.84769	4.6	0.19924	1.531	0.1077	0.05421	0.01022	0.20228	0.01092	3.20039	-8.16	2.50E+23	2.67E+23	4.06E+22	2.64E+23	IM	3
1001	Fe41Co7Cr15Mo14C15B6Y2	B6.0C15.0Cr15.0Fe41.0Co7.0Y2.0Mo14.0	0.39668	0.40117	6.49	0.28201	1.9626	0.15288	0.18557	0.04419	0.40902	0.01366	1.01872	-33.3452	5.06E+23	6.08E+23	4.09E+22	6.07E+23	AM	4
1002	Al1.8CrCuFeNi	Al1.8Cr24.55Fe24.55Ni24.55Cu24.55	24.5792	0.85313	8.6465	0.23718	1.82113	0.0567	0.02216	0.00359	0.17679	0.01207	5.56765	3.8028	2.04E+23	2.11E+23	1.84E+23	1.04E+23	BCC+IM	8
1003	Au29Ag5.5Pd2.3Cu26.9Si16.3	Si16.3Cu26.9Pd2.3Ag5.5Au29.0	0.1765	0.76896	7.636	0.3979	1.71415	0.27406	0.24309	0.05572	0.25631	0.01043	0.84783	-14.00144	3.36E+23	5.75E+23	1.55E+22	5.74E+23	AM	4
1004	Al1.3CoCrCuFeNi	Al1.3Cr19.740000000000002Fe19.740000000000002Co19.740000000000002Ni19.740000000000002Cu19.740000000000002	37.2641	0.85308	8.7246	0.20988	1.83306	0.05189	0.01923	0.00338	0.15718	0.01378	9.80571	2.47066	1.80E+23	1.83E+23	1.55E+23	9.67E+22	FCC+BCC	5
1005	Pr60Al10Ni10Cu20	Al10.0Ni10.0Cu20.0Pr60.0	0.68885	0.74389	5.3	0.66468	1.41	0.2498	0.11462	0.01417	0.15133	0.00905	0.41439	-27.52	3.85E+23	8.21E+23	3.25E+22	8.20E+23	AM	4
1007	MoNbTaTiVW	Ti16.666666666666668V16.666666666666668Nb16.666666666666668Mo16.666666666666668Ta16.666666666666668W16.666666666666668	11.65175	0.89306	5.16667	0.133	1.79833	0.18578	0.03576	0.00743	0.21541	0.0149	9.85459	-4.22222	5.87E+22	6.67E+22	9.67E+21	6.60E+22	BCC	0
1008	CoCrFeNiAl2	Al2.0Cr24.5Fe24.5Co24.5Ni24.5	27.38203	0.85286	8.145	0.20114	1.8158	0.05515	0.02103	0.00246	0.11963	0.01211	4.65871	-4.8167	1.01E+23	1.20E+23	0	1.20E+23	BCC	0
1009	Al2.3CoCrCuFe	Al2.3Cr24.425Fe24.425Co24.425Cu24.425	21.30565	0.85323	8.3735	0.23448	1.81273	0.05428	0.0239	0.00374	0.17877	0.01217	4.24544	5.0445	1.94E+23	2.06E+23	1.88E+23	8.58E+22	FCC+BCC	5
1010	VCrFeTa0.2W0.2	V33.199999999999996Cr33.199999999999996Fe33.199999999999996Ta0.2W0.2	12.3594	0.85502	6.33	0.19688	1.70756	0.05451	0.02749	0.0043	0.09538	0.00934	4.312	-4.47016	5.91E+22	8.69E+22	9.04E+20	8.69E+22	BCC	0
1011	CoCrCuFeNiTi	Ti16.666666666666668Cr16.666666666666668Fe16.666666666666668Co16.666666666666668Ni16.666666666666668Cu16.666666666666668	3.97038	0.8347	8	0.29756	1.78667	0.07767	0.06126	0.01504	0.13741	0.0149	3.17188	-8.44444	3.46E+23	3.59E+23	1.28E+23	3.36E+23	FCC	1
1012	B2MgNi7	B2.0Mg91.0Ni7.0	0.36557	0.53223	2.58	0.79089	1.3666	0.13223	0.08922	0.01015	0.27848	0.00291	2.02993	-1.4448	8.03E+22	1.05E+23	0	1.05E+23	IM	3
1013	Al0.44CoCrFeNi	Al0.44Cr24.89Fe24.89Co24.89Ni24.89	108.47404	0.85274	8.2269	0.18429	1.81908	0.05359	0.01039	0.00097	0.10194	0.01171	5.48299	-3.98867	7.35E+22	9.15E+22	0	9.15E+22	FCC+IM	9
1014	CoCrFeNiW	Cr20.0Fe20.0Co20.0Ni20.0W20.0	9.24159	0.89933	7.8	0.20513	1.928	0.12068	0.03805	0.0091	0.33399	0.01338	10.38994	-2.88	5.07E+22	5.87E+22	6.48E+21	5.83E+22	FCC+IM	9
1015	HfMo0.5NbSi0.7TiV0.5	Si0.7Ti32.766666666666666V0.5Nb32.766666666666666Mo0.5Hf32.766666666666666	4.32912	0.72277	4.34267	0.11169	1.48709	0.09539	0.0477	0.00791	0.14332	0.00985	38.37317	0.61488	1.74E+23	1.74E+23	4.43E+22	1.68E+23	BCC+IM	8
1016	Al1.5MoNbTiV	Al1.5Ti24.625V24.625Nb24.625Mo24.625	7.28714	0.89302	4.97	0.14944	1.73066	0.14301	0.04058	0.00696	0.17827	0.012	7.87462	-3.68759	8.26E+22	9.11E+22	1.47E+22	8.99E+22	BCC	0
1017	Zr2.0TiHfVNb2.0	Ti32.0V32.0Zr2.0Nb2.0Hf32.0	1.91469	0.80863	4.34	0.10915	1.489	0.09349	0.0737	0.01135	0.10788	0.0104	14.36707	-1.6064	2.66E+22	3.36E+22	1.20E+22	3.14E+22	BCC	0
1019	Al2CoCrFeMo0.5Ni	Al2.0Cr24.375Fe24.375Co24.375Ni24.375Mo0.5	25.52662	0.85289	8.13375	0.20186	1.8175	0.05657	0.02196	0.00282	0.12551	0.01231	4.72189	-4.84409	1.01E+23	1.20E+23	0	1.20E+23	BCC	0
1020	Ti0.5Co1.5CrFeNi1.5Mo0.8	Ti0.5Cr47.85Fe47.85Co1.5Ni1.5Mo0.8	31.78381	0.83274	7.052	0.15549	1.7518	0.05457	0.01531	0.00124	0.10141	0.00745	9.26961	-1.60339	3.85E+22	4.76E+22	0	4.76E+22	FCC+IM	9
1021	Cr20Fe6Co34Ni34Mo6	Cr20.0Fe6.0Co34.0Ni34.0Mo6.0	24.2109	0.90179	8.5	0.18564	1.86	0.06461	0.02187	0.00399	0.15871	0.01158	5.14437	-4.2928	7.10E+22	9.35E+22	0	9.35E+22	FCC	1
1022	Zr57Nb5Cu15.4Ni12.6Al10	Al10.0Ni12.6Cu15.4Zr57.0Nb5.0	1.02992	0.76634	5.784	0.52009	1.53236	0.16374	0.10044	0.01415	0.24341	0.01039	0.57824	-33.61202	4.42E+23	7.18E+23	3.54E+22	7.17E+23	AM	4
1023	Ni46Co22Al12Cr8Fe8Ti3Mo1	Al12.0Ti3.0Cr8.0Fe8.0Co22.0Ni46.0Mo1.0	4.28275	0.83419	8.24	0.29334	1.8324	0.06733	0.05396	0.01232	0.19248	0.01247	1.64374	-12.9144	2.79E+23	3.48E+23	0	3.48E+23	IM	3
1027	Al16Co41Cr15Fe10Ni18	Al16.0Cr15.0Fe10.0Co41.0Ni18.0	4.42254	0.85404	7.67	0.30911	1.8042	0.06461	0.05278	0.01213	0.2144	0.01232	1.84752	-11.292	2.26E+23	2.85E+23	0	2.85E+23	FCC+BCC	5
1028	Cr1.5Cu0.5MnFeNi	Cr1.5Mn32.666666666666664Fe32.666666666666664Ni32.666666666666664Cu0.5	6.41332	0.91208	8.31167	0.15413	1.76247	0.08716	0.03921	0.00641	0.08138	0.00986	3.9293	-4.24524	9.55E+22	1.20E+23	2.56E+22	1.17E+23	FCC	1
1029	FeMnNi	Mn33.333333333333336Fe33.333333333333336Ni33.333333333333336	5.85459	0.9121	8.33333	0.14967	1.76333	0.08753	0.03949	0.0062	0.07287	0.00913	3.46347	-4.44444	8.87E+22	1.18E+23	0	1.18E+23	FCC	1
1030	CoCrFeMnNiNbC	C14.285714285714286Cr14.285714285714286Mn14.285714285714286Fe14.285714285714286Co14.285714285714286Ni14.285714285714286Nb14.285714285714286	0.64001	0.53696	7	0.28571	1.85429	0.1685	0.159	0.03737	0.4426	0.01618	0.99816	-38.20408	6.39E+23	7.12E+23	8.78E+21	7.12E+23	FCC	1
1031	Al21.88Ni19.53Co19.53Fe19.53Cr19.53	Al21.88Cr19.53Fe19.53Co19.53Ni19.53	3.7576	0.85444	7.1013	0.35681	1.77405	0.06867	0.05965	0.01414	0.25169	0.01337	1.72903	-12.88597	2.44E+23	3.02E+23	0	3.02E+23	BCC	0
1033	Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.5	C0.5Cr19.96Mn19.96Fe19.96Co19.96Ni19.96	7.40492	0.57825	8.004	0.18002	1.77522	0.08392	0.04284	0.00886	0.16371	0.01359	4.78447	-5.17331	1.68E+23	1.79E+23	1.59E+22	1.79E+23	FCC	1
1034	Co50.4Fe21.6B19.2Si4.8Nb4	B19.2Si4.8Fe21.6Co50.4Nb4.0	0.47045	0.56004	7.232	0.33422	1.88968	0.04884	0.14968	0.03017	0.14657	0.01054	0.83314	-24.34099	3.27E+23	5.00E+23	0	5.00E+23	AM	4
1035	AlCoCrCu0.5Fe2Ni	Al24.375Cr24.375Fe2.0Co24.375Ni24.375Cu0.5	3.31694	0.85471	7.04	0.38669	1.76697	0.07393	0.06092	0.01349	0.27	0.01231	1.36474	-14.91961	2.57E+23	3.42E+23	2.21E+22	3.41E+23	FCC+IM	9
1036	Fe18.4Co18.4Ni18.4Cr18.4Mn18.4Al8	Al8.0Cr18.4Mn18.4Fe18.4Co18.4Ni18.4	6.68249	0.85416	7.6	0.25241	1.75352	0.07944	0.04679	0.01124	0.18048	0.01463	3.05609	-8.2903	1.89E+23	2.16E+23	1.54E+22	2.15E+23	FCC	1
1037	VCrFeTa0.3W0.3	V33.13333333333333Cr33.13333333333333Fe33.13333333333333Ta0.3W0.3	12.14508	0.85503	6.32833	0.19685	1.70801	0.0559	0.02785	0.00436	0.10016	0.00942	4.34253	-4.48297	5.96E+22	8.73E+22	1.10E+21	8.73E+22	BCC	0
1038	Al1.2CoCrFeNiTi0.8	Al1.2Ti0.8Cr24.5Fe24.5Co24.5Ni24.5	24.31084	0.83292	8.153	0.19814	1.81524	0.0559	0.02242	0.00264	0.11061	0.01222	4.52646	-5.02422	1.17E+23	1.35E+23	0	1.35E+23	BCC	0
1039	NiCoFeCrAl1.0	Al1.0Cr24.75Fe24.75Co24.75Ni24.75	51.75963	0.85278	8.1975	0.19049	1.8179	0.05416	0.01515	0.00144	0.10863	0.01188	5.15831	-4.28918	8.46E+22	1.03E+23	0	1.03E+23	FCC	1
1040	Al1.5CoCrCuFe	Al1.5Cr24.625Fe24.625Co24.625Cu24.625	28.58231	0.85316	8.4175	0.22691	1.81439	0.0535	0.02049	0.00328	0.17368	0.012	3.88378	5.45813	1.87E+23	2.03E+23	1.89E+23	7.39E+22	FCC+BCC	5
1043	Al2.0CrCuFeNi	Al2.0Cr24.5Fe24.5Ni24.5Cu24.5	22.87236	0.85315	8.635	0.23907	1.8207	0.05689	0.02301	0.0037	0.17804	0.01211	5.73661	3.6995	2.06E+23	2.13E+23	1.84E+23	1.07E+23	BCC+IM	8
1044	NbTa0.4Ti1.6Zr	Ti1.6Zr49.0Nb49.0Ta0.4	2.00614	0.8836	4.494	0.11125	1.46634	0.09138	0.05714	0.00076	0.13095	0.00655	4.05936	3.9281	1.28E+22	5.87E+22	5.87E+22	0	BCC	0
1046	CoCrFeNiAl1.25	Al1.25Cr24.6875Fe24.6875Co24.6875Ni24.6875	42.15374	0.8528	8.18438	0.1932	1.81738	0.05441	0.01683	0.00169	0.11148	0.01194	5.02214	-4.42215	8.91E+22	1.07E+23	0	1.07E+23	BCC	0
1047	Fe22Co20Ni19Cr20Mn12Al7	Al7.0Cr20.0Mn12.0Fe22.0Co20.0Ni19.0	7.59082	0.85379	7.71	0.24424	1.7722	0.07347	0.04357	0.01071	0.17087	0.01441	3.38086	-7.5184	1.72E+23	1.96E+23	1.27E+22	1.95E+23	IM	3
1048	AlCoCrCu0.5FeNi2.5	Al24.25Cr24.25Fe24.25Co24.25Ni2.5Cu0.5	3.27685	0.85464	6.61	0.35441	1.7499	0.06546	0.06154	0.01366	0.2689	0.01241	1.81719	-11.4246	2.10E+23	2.70E+23	2.82E+22	2.69E+23	BCC+IM	8
1049	Al0.5CrMoNbSi0.3TiV	Al0.5Si0.3Ti19.84V19.84Cr19.84Nb19.84Mo19.84	4.26152	0.77828	5.1854	0.14735	1.71801	0.13038	0.05672	0.01173	0.16037	0.01371	6.34746	-5.14192	1.09E+23	1.19E+23	1.21E+22	1.19E+23	BCC+IM	8
1050	Al0.12CoCrFeMnNi	Al0.12Cr19.976Mn19.976Fe19.976Co19.976Ni19.976	12.28198	0.8536	7.994	0.17812	1.76581	0.07837	0.03308	0.00791	0.12015	0.01344	5.72278	-4.22769	9.09E+22	1.06E+23	1.61E+22	1.04E+23	BCC+FCC+IM	12
1051	Co23.25Ni23.25Fe23.25Cr23.25Mo7.00	Cr23.25Fe23.25Co23.25Ni23.25Mo7.0	22.44231	0.90179	8.0925	0.18999	1.8438	0.06908	0.02391	0.00471	0.16153	0.01283	6.0014	-4.15477	6.67E+22	8.42E+22	0	8.42E+22	FCC	1
1052	AlLi0.5MgSn0.2Zn0.5	Li0.5Mg49.4Al49.4Zn0.5Sn0.2	2.03839	0.85169	2.543	0.33185	1.45955	0.10628	0.05577	0.00047	0.0455	0.00634	2.8674	-2.04259	2.93E+22	8.44E+22	1.06E+22	8.37E+22	FCC+IM	9
1054	Al70Cr5Cu5Mg5Si10Zn5	Mg5.0Al70.0Si10.0Cr5.0Cu5.0Zn5.0	1.631	0.70473	4.05	0.64138	1.643	0.07754	0.07416	0.01359	0.3274	0.00897	1.11971	-8.65	3.39E+23	4.48E+23	9.25E+22	4.38E+23	IM	3
1055	Au46Ag5Cu29Si20	Si20.0Cu29.0Ag5.0Au46.0	1.31407	0.78686	9.6	0.29167	2.1959	0.14466	0.08671	0.01267	0.10059	0.00988	0.64756	-21.4864	3.31E+23	5.62E+23	1.24E+22	5.62E+23	AM	4
1056	HfNbTaZr	Zr25.0Nb25.0Hf25.0Ta25.0	4.00879	0.88346	4.5	0.11111	1.4325	0.08598	0.05363	0.0077	0.15804	0.01153	8.7908	3.5	3.43E+22	4.80E+22	4.80E+22	0	BCC+HCP	6
1058	Cu2In3Sn1	Cu2.0In3.0Sn1.0	0.00013	0.61181	0.35	4.61793	0.111	3.8409	3.86618	0.01707	4.49038	0.00191	2.91052	0.0296	4.23E+23	4.24E+23	4.24E+23	0	IM	3
1059	Al18Cr28Nb18Ti18V18	Al18.0Ti18.0V18.0Cr28.0Nb18.0	3.31227	0.84455	4.74	0.22251	1.6132	0.02527	0.0632	0.01164	0.28129	0.01323	1.95148	-13.6656	2.24E+23	2.75E+23	1.29E+22	2.74E+23	IM	3
1060	Mg65Ni20Nd15	Mg65.0Ni20.0Nd15.0	0.82042	0.75029	3.75	0.83852	1.4045	0.18485	0.09478	0.0167	0.28191	0.00737	1.0466	-8.02	2.62E+23	3.63E+23	0	3.63E+23	AM	4
1061	Al1.25CoCrFeMnNi	Al1.25Cr19.75Mn19.75Fe19.75Co19.75Ni19.75	10.86511	0.85368	7.9375	0.19038	1.76405	0.07856	0.0356	0.00854	0.13058	0.01377	5.0763	-4.85652	1.12E+23	1.27E+23	1.60E+22	1.26E+23	BCC	0
1062	Fe40Mn27Ni26Co5Cr2	Cr2.0Mn27.0Fe40.0Co5.0Ni26.0	7.72223	0.91192	8.26	0.14183	1.7743	0.08056	0.03738	0.00713	0.07941	0.01079	5.17313	-3.5788	8.04E+22	9.96E+22	6.20E+21	9.94E+22	FCC	1
1063	Tb36Al24Co20Y20	Al24.0Co20.0Y20.0Tb36.0	0.56126	0.68154	4.2	0.57143	1.4024	0.2204	0.14164	0.02305	0.22202	0.01126	0.49649	-34.5664	5.12E+23	7.89E+23	0	7.89E+23	AM	4
1064	Fe73.5Si13.5B9Nb3Cu	B9.0Si13.5Fe73.5Cu1.0Nb3.0	0.63967	0.56331	6.95	0.27555	1.85215	0.04103	0.10602	0.01492	0.12392	0.00719	0.55747	-24.0699	2.20E+23	5.44E+23	4.33E+22	5.42E+23	SS	15
1066	CoFeMoNi1.8V	V24.55Fe24.55Co24.55Ni1.8Mo24.55	8.07576	0.90288	7.054	0.22921	1.87563	0.10003	0.03866	0.00697	0.20948	0.01207	3.48535	-7.4686	1.14E+23	1.43E+23	0	1.43E+23	FCC+IM	9
1067	Al0.56CoCrFeMnNi	Al0.56Cr19.887999999999998Mn19.887999999999998Fe19.887999999999998Co19.887999999999998Ni19.887999999999998	11.69406	0.85364	7.972	0.18299	1.76513	0.07844	0.03409	0.00816	0.12432	0.01359	5.456	-4.47439	9.96E+22	1.15E+23	1.60E+22	1.13E+23	FCC+BCC	5
1068	CoFeMo0.4NiV	V24.9Fe24.9Co24.9Ni24.9Mo0.4	19.08467	0.90205	7.992	0.23415	1.81389	0.06127	0.02476	0.00533	0.10256	0.0117	2.09666	-10.47194	1.81E+23	2.31E+23	0	2.31E+23	FCC+IM	9
1069	CoCuFeMnNiSn0.08	Mn19.984Fe19.984Co19.984Ni19.984Cu19.984Sn0.08	12.45878	0.74034	8.996	0.15793	1.81412	0.07434	0.03282	0.00737	0.10679	0.01342	12.46164	1.76166	1.59E+23	1.61E+23	1.36E+23	8.59E+22	FCC+IM	9
1070	Al19Co19Cr19Fe19Ni19Fe5	Al19.0Cr19.0Fe5.0Co19.0Ni19.0	0.23922	0.84328	5.72	0.46927	1.4329	0.226	0.22153	0.05955	0.36137	0.01174	1.6598	-9.5228	2.11E+23	3.30E+23	0	3.30E+23	IM	3
1072	AlCo1.5CrCu0.5FeNi	Al24.5Cr24.5Fe24.5Co1.5Ni24.5Cu0.5	3.14733	0.85461	6.805	0.38085	1.75515	0.0697	0.06226	0.0137	0.27086	0.0122	1.56815	-12.9391	2.27E+23	3.00E+23	2.77E+22	2.98E+23	FCC+IM	9
1073	V10Cr15Mn5Co10Ni25Fe25.3Nb9.7	V10.0Cr15.0Mn5.0Fe25.3Co10.0Ni25.0Nb9.7	7.15937	0.85597	7.659	0.24099	1.77319	0.07136	0.04591	0.01066	0.16593	0.01509	2.52751	-11.67182	2.26E+23	2.61E+23	6.42E+21	2.61E+23	FCC+IM	9
1074	Co18Cr12.5Fe55Ni7Mo7.5	Cr12.5Fe55.0Co18.0Ni7.0Mo7.5	16.55214	0.90173	7.92	0.14137	1.8481	0.06013	0.02533	0.00426	0.15855	0.01062	8.77004	-2.331	3.55E+22	5.15E+22	0	5.15E+22	IM	3
1075	Gd40Al24Co20Y16	Al24.0Co20.0Y16.0Gd40.0	0.52547	0.68203	4.2	0.57143	1.4376	0.19231	0.14475	0.02228	0.21949	0.01101	0.48087	-34.3168	4.98E+23	7.98E+23	0	7.98E+23	AM	4
1076	HfNbTaTiZrMoW	Ti14.285714285714286Zr14.285714285714286Nb14.285714285714286Mo14.285714285714286Hf14.285714285714286Ta14.285714285714286W14.285714285714286	4.4587	0.83901	4.85714	0.1715	1.68429	0.22641	0.06024	0.01438	0.20922	0.01618	12.35949	-3.59184	7.59E+22	8.00E+22	2.80E+22	7.50E+22	BCC	0
1077	Cr0.5CuFeMnNi0.5	Cr0.5Mn33.0Fe33.0Ni0.5Cu33.0	7.65398	0.91237	8.66	0.19679	1.76025	0.08578	0.03536	0.00537	0.12255	0.00957	2.0121	7.4507	1.57E+23	2.10E+23	2.09E+23	1.57E+22	BCC+FCC	5
1079	Al85.8Co9.1Y5.1	Al85.8Co9.1Y5.1	0.86157	0.66996	3.546	0.48665	1.61468	0.07424	0.06957	0.01093	0.27983	0.00417	0.33803	-12.99355	3.80E+23	6.65E+23	0	6.65E+23	AM	4
1080	AlNi2Ti	Al49.0Ti49.0Ni2.0	13.28664	0.84577	3.63	0.28537	1.5817	0.03687	0.02205	0.00198	0.34677	0.00646	0.30026	-31.0464	5.54E+22	7.66E+23	0	7.66E+23	IM	3
1081	Nd61Al11Ni8Co5Cu15	Al11.0Co5.0Ni8.0Cu15.0Nd61.0	0.80221	0.74885	5.06	0.65773	1.4043	0.24242	0.11064	0.01508	0.15272	0.00982	0.47224	-27.4336	3.79E+23	7.84E+23	3.73E+22	7.83E+23	AM	4
1082	Y36Sc20Al24Co20	Al24.0Sc20.0Co20.0Y36.0	0.61319	0.67983	4.2	0.57143	1.4736	0.17064	0.13551	0.02271	0.23154	0.01126	0.51154	-34.9248	4.99E+23	7.67E+23	1.22E+22	7.67E+23	AM	4
